game,player,hand,value,average face value,nil chance,misdeal,nil
1914,north,DS JS 9S 7S 3S AH 6H 5H AC 5C AD 9D 6D,12,0.48,9.08,False,False
1914,east,LS KS QS 8S 6S 9H 8H 7H 3H 9C QD JD 3D,10,0.05,9.0,False,False
1914,south,BS AS 5S 4S TH KC QC 6C 3C KD TD 8D 4D,13,0.0,9.15,False,False
1914,west,TS KH QH JH 4H JC TC 8C 7C 4C 2C 7D 5D,3,1.0,8.0,False,True
1915,north,7S 5S 4S QH 8H 7H 3H TC 6C TD 9D 6D 5D,0,0.96,7.08,False,True
1915,east,LS DS 8S AH JH TH 9H JC 8C 5C 4C 3C JD,7,0.21,9.62,False,False
1915,south,BS TS 6S 3S KH 5H 4H AC KC 7C AD KD 4D,23,0.0,9.46,False,False
1915,west,AS KS QS JS 9S 6H QC 9C 2C QD 8D 7D 3D,8,0.0,9.08,False,False
1916,north,TS 5S AH 8H KC JC 9C 8C 5C QD JD TD 8D,4,0.64,9.54,False,True
1916,east,BS QS 7S 4S KH QH JH TH 3H TC 2C AD 3D,12,0.0,9.08,False,False
1916,south,LS DS KS 6S 9H 4H AC 7C 6C 3C 9D 7D 6D,9,0.13,8.85,False,False
1916,west,AS JS 9S 8S 3S 7H 6H 5H QC 4C KD 5D 4D,6,0.42,7.77,False,True
1917,north,LS DS 6S JH 9H 6H 5H QC JC 6C 2C KD 6D,8,0.21,9.08,False,False
1917,east,AS KS 7S 5S 3S KH TH AC KC TC 8C JD 4D,12,0.03,9.62,False,False
1917,south,BS JS TS 9S 8S 8H 7H 3H 7C 3C QD TD 8D,7,0.0,8.69,False,False
1917,west,QS 4S AH QH 4H 9C 5C 4C AD 9D 7D 5D 3D,7,0.7,7.85,False,True
1918,north,LS QH TH 5H 4H 3H AC QC 3C 2C 9D 8D 4D,5,0.33,7.85,False,True
1918,east,DS QS 8S 5S 4S KH 9H 6H JC 9C 8C KD TD,8,0.42,9.46,False,True
1918,south,BS KS JS 9S 7S 6S AH JH 7H 7C 4C AD 7D,16,0.0,9.77,False,False
1918,west,AS TS 3S 8H KC TC 6C 5C QD JD 6D 5D 3D,5,0.56,8.15,False,True
1919,north,BS DS QS TS 9S 5S 7H 6H 7C 6C 2C QD 5D,8,0.0,8.69,False,False
1919,east,AS 8S 7S 6S 3S QH 3H JC KD JD TD 6D 3D,3,0.42,8.23,False,True
1919,south,LS KH 9H 8H 5H KC QC 9C 5C AD 8D 7D 4D,9,0.26,9.46,False,False
1919,west,KS JS 4S AH JH TH 4H AC TC 8C 4C 3C 9D,4,0.29,8.85,False,True
1920,north,LS KS JH 9H 7H AC KC QC 6C 2C 9D 6D 3D,7,0.17,9.31,False,False
1920,east,QS TS 9S 5S AH KH TH JC 8C 7C AD QD 4D,14,0.32,9.92,False,False
1920,south,JS 8S 6S QH 5H 4H TC 9C 4C 3C JD 8D 7D,1,0.96,7.54,False,True
1920,west,BS DS AS 7S 4S 3S 8H 6H 3H 5C KD TD 5D,12,0.0,8.46,False,False
1921,north,LS DS 9S AH JH 7H 5H 4H QC 8C 4C KD JD,9,0.16,9.92,False,False
1921,east,BS KS 6S 5S 4S TC 7C 2C AD TD 8D 6D 4D,8,0.0,8.15,False,False
1921,south,AS TS 8S 3S KH QH 6H 3H AC 6C QD 7D 3D,10,0.42,8.54,False,False
1921,west,QS JS 7S TH 9H 8H KC JC 9C 5C 3C 9D 5D,2,0.39,8.62,False,True
1922,north,DS 8S 7S QH JH TH 7H 4H AC AD TD 5D 4D,6,0.0,9.31,False,False
1922,east,BS QS 9S JC 9C 8C 7C 5C 4C 3C KD JD 3D,11,0.0,8.62,False,False
1922,south,KS TS 6S 5S 3S 9H 8H KC QC 6C 9D 7D 6D,6,0.49,8.23,False,True
1922,west,LS AS JS 4S AH KH 6H 5H 3H TC 2C QD 8D,8,0.11,9.08,False,False
1923,north,DS KH JH TH 8H 7H 5H 4H 3C KD 7D 4D 3D,2,1.0,7.92,False,True
1923,east,BS TS 9S 7S 9H 6H QC 8C 7C 5C 4C JD 6D,6,0.0,8.54,False,False
1923,south,LS QS 3S AH QH 3H AC KC 6C AD QD 9D 5D,21,0.14,10.23,False,False
1923,west,AS KS JS 8S 6S 5S 4S JC TC 9C 2C TD 8D,5,0.0,8.54,False,False
1924,north,KS 6S 5S KH TH 7H 5H 3H JC 7C AD 9D 7D,6,0.65,8.46,False,True
1924,east,LS QS JS TS 9S 7S JH KC 9C 6C KD QD 4D,14,0.0,10.23,False,False
1924,south,BS AS 4S AH 9H 8H TC 4C 3C JD TD 8D 6D,13,0.0,9.08,False,False
1924,west,DS 8S 3S QH 6H 4H AC QC 8C 5C 2C 5D 3D,1,0.96,7.46,False,True
1925,north,DS QS TS KH AC JC 8C AD JD TD 9D 6D 3D,6,0.14,10.46,False,False
1925,east,LS AS 5S 4S QH TH 6H QC TC 2C 7D 5D 4D,10,0.14,8.23,False,False
1925,south,BS KS 8S 3S AH 9H 7H 3H 6C 5C 4C 3C QD,10,0.0,8.0,False,False
1925,west,JS 9S 7S 6S JH 8H 5H 4H KC 9C 7C KD 8D,6,0.6,8.54,False,True
1926,north,BS 7H 5H 4H 3H KC JC TC 4C 2C QD JD 9D,7,0.0,8.31,False,False
1926,east,LS KS 6S 5S 4S TH 9H 7C AD 8D 5D 4D 3D,7,0.16,8.0,False,False
1926,south,AS QS JS TS 9S 7S AH KH 8H QC 6C KD 6D,15,0.0,10.38,False,False
1926,west,DS 8S 3S QH JH 6H AC 9C 8C 5C 3C TD 7D,1,0.8,8.54,False,True
1927,north,LS AS 9S 6S 5S KH 9H 7H 4H 6C 5C 4C 8D,10,0.14,8.15,False,False
1927,east,BS AH QH JH 8C 7C 2C AD QD JD 9D 7D 3D,11,0.0,9.77,False,False
1927,south,DS KS JS 7S 4S 3S 6H 5H KC QC TC KD 4D,9,0.07,8.92,False,False
1927,west,QS TS 8S TH 8H 3H AC JC 9C 3C TD 6D 5D,4,0.7,8.38,False,True
1928,north,LS 9S 8S 5S KH JH 9H 7H 4H 3H QC 2C TD,5,0.2,8.38,False,False
1928,east,KS JS TS AH QH 8H 5H TC 9C 3C AD 9D 6D,8,0.29,9.54,False,False
1928,south,DS 7S 4S 3S TH 6H JC 4C KD 8D 5D 4D 3D,0,0.72,7.15,False,True
1928,west,BS AS QS 6S AC KC 8C 7C 6C 5C QD JD 7D,12,0.0,10.15,False,False
1929,north,BS LS 9S 7S 3S 4H AC 8C 7C 5C JD 9D 8D,13,0.0,9.08,False,False
1929,east,QS JS AH QH JH TH JC TC 9C KD QD 7D 4D,6,0.23,10.46,False,False
1929,south,AS TS 6S 5S 7H 5H 3H KC QC 4C TD 6D 3D,7,0.5,7.54,False,True
1929,west,DS KS 8S 4S KH 9H 8H 6H 6C 3C 2C AD 5D,8,0.49,8.15,False,True
1930,north,7S 6S AH KH QH 6H 9C 6C 4C 2C 9D 8D 4D,4,0.8,7.69,False,True
1930,east,LS KS QS 5S 3S AC KC TC 5C 3C JD 7D 5D,9,0.05,9.0,False,False
1930,south,BS JS 8S TH 8H 5H 3H QC 8C 7C AD QD 6D,12,0.0,9.31,False,False
1930,west,DS AS TS 9S 4S JH 9H 7H 4H JC KD TD 3D,6,0.34,9.23,False,True
1931,north,KS JS 7S 4S KH TH 5H QC JC 8C AD 8D 6D,10,0.21,9.38,False,False
1931,east,DS AS 3S QH 3H KC 7C 6C 4C KD 5D 4D 3D,7,0.56,7.85,False,True
1931,south,BS LS QS TS 8S JH 8H 6H TC 3C QD TD 7D,14,0.0,10.0,False,False
1931,west,9S 6S 5S AH 9H 7H 4H AC 9C 5C 2C JD 9D,4,0.8,8.0,False,True
1932,north,KS QS JS 4S AH KH 7H 4H 8C 5C 4C QD 3D,8,0.01,8.46,False,False
1932,east,AS 5S 3S QH 8H 6H 5H 3H 9C 3C 9D 5D 4D,3,0.67,6.62,False,True
1932,south,BS DS TS 7S 9H AC KC JC 7C AD JD TD 7D,12,0.0,11.15,False,False
1932,west,LS 9S 8S 6S JH TH QC TC 6C 2C KD 8D 6D,8,0.16,9.0,False,False
1933,north,9S 4S 3S QH 9H 8H TC 7C 3C 2C JD 9D 3D,1,0.96,6.92,False,True
1933,east,TS 8S 6S KH JH 6H 4H JC 9C AD QD TD 5D,4,0.64,9.15,False,True
1933,south,LS DS KS 7S 5S AH 5H 3H QC 6C 4C KD 8D,15,0.13,9.31,False,False
1933,west,BS AS QS JS TH 7H AC KC 8C 5C 7D 6D 4D,15,0.0,9.85,False,False
1934,north,DS QS 8S AH JH TH 4H 5C 2C TD 9D 8D 6D,4,0.56,8.77,False,True
1934,east,LS AS JS TS KH 9H TC 8C 7C 4C 3C AD QD,15,0.08,10.08,False,False
1934,south,BS KS 7S 5S 4S 3S 8H 6H AC JC 9C 7D 4D,12,0.0,8.31,False,False
1934,west,9S 6S QH 7H 5H 3H KC QC 6C KD JD 5D 3D,6,0.8,8.08,False,True
1935,north,AS 4S AH TH 8H 6H 4H 8C 7C 4C JD 7D 6D,3,0.56,7.92,False,True
1935,east,LS JS TS 5S 9H KC JC 6C AD KD QD TD 3D,8,0.12,10.23,False,False
1935,south,KS QS 9S 7S 6S 3S 7H AC TC 5C 3C 2C 5D,4,0.07,7.38,False,False
1935,west,BS DS 8S KH QH JH 5H 3H QC 9C 9D 8D 4D,6,0.0,9.69,False,False
1936,north,7S QH 4H JC TC 9C 7C 5C KD 9D 5D 4D 3D,0,1.0,7.62,False,True
1936,east,DS KS JS 9S 6S KH JH TH 6H 3H 8C 4C 6D,2,0.21,8.85,False,True
1936,south,LS TS 8S 5S 4S 3S 8H 5H AC QC 3C JD TD,10,0.07,8.38,False,False
1936,west,BS AS QS AH 9H 7H KC 6C 2C AD QD 8D 7D,20,0.0,10.38,False,False
1937,north,AS 4S 3S 5H AC JC TC 8C 7C 2C JD TD 4D,3,0.56,7.92,False,True
1937,east,QS 7S AH KH JH 9H 8H 4H QC 9C 5C QD 5D,3,0.56,9.31,False,True
1937,south,DS KS 9S 8S 5S QH TH 7H KC 4C 3C 6D 3D,6,0.49,8.31,False,True
1937,west,BS LS JS TS 6S 6H 3H 6C AD KD 9D 8D 7D,11,0.0,9.69,False,False
1938,north,BS DS AH KH TH 8H 6H QC 9C 3C QD TD 6D,8,0.0,10.38,False,False
1938,east,AS QS 5S 9H 5H AC 8C 5C 4C AD JD 9D 3D,9,0.16,8.69,False,False
1938,south,JS 8S 6S 3S JH 4H JC 7C 6C KD 8D 5D 4D,2,0.72,7.46,False,True
1938,west,LS KS TS 9S 7S 4S QH 7H 3H KC TC 2C 7D,11,0.04,8.69,False,False
1939,north,5S KH TH 6H KC QC JC 5C JD 9D 6D 5D 3D,5,1.0,8.38,False,True
1939,east,BS TS 9H 7H 5H 4H 3H AC 8C 4C AD 8D 4D,14,0.0,8.23,False,False
1939,south,LS DS JS 7S 4S 3S AH JH TC 9C KD QD 7D,13,0.04,10.15,False,False
1939,west,AS KS QS 9S 8S 6S QH 8H 7C 6C 3C 2C TD,7,0.0,8.46,False,False
1940,north,DS 5S 9H 8H 7H TC 8C 4C 2C QD JD 9D 5D,0,0.8,8.08,False,True
1940,east,LS AS JS 8S AH JH 6H 4H KC QC 6C 5C 6D,12,0.11,9.69,False,False
1940,south,QS TS 9S 6S 4S KH QH 3H 7C AD TD 4D 3D,8,0.53,8.23,False,True
1940,west,BS KS 7S 3S TH 5H AC JC 9C 3C KD 8D 7D,13,0.0,9.23,False,False
1941,north,BS AS QS JS 9S 5S QH AC KC 8C AD 9D 7D,22,0.0,11.15,False,False
1941,east,LS KS TS AH KH 6H 4H 3H 6C KD JD TD 6D,9,0.17,9.62,False,False
1941,south,DS 8S 4S 3S JH TH JC 9C 5C 4C 3C QD 8D,0,0.6,7.92,False,True
1941,west,7S 6S 9H 8H 7H 5H QC TC 7C 2C 5D 4D 3D,0,0.96,6.54,False,True
1942,north,BS KS TS 8S 7S AH TH 8H 7H AC 4C 3C 9D,14,0.0,9.54,False,False
1942,east,LS DS JS KH QH 6H 5H KC 8C 6C KD 7D 4D,13,0.16,9.92,False,False
1942,south,AS QS 9S 6S 4S 9H 4H TC 9C AD JD 8D 6D,7,0.12,8.92,False,False
1942,west,5S 3S JH 3H QC JC 7C 5C 2C QD TD 5D 3D,0,0.96,6.85,False,True
1943,north,AS QS TS 7S KH TH 9H 8H 8C 5C AD 9D 4D,11,0.12,9.46,False,False
1943,east,LS DS KS JS QH 5H JC 4C QD JD 8D 7D 3D,7,0.05,9.85,False,False
1943,south,6S 3S AH JH 7H 6H AC TC 7C 6C KD TD 6D,7,0.64,8.69,False,True
1943,west,BS 9S 8S 5S 4S 4H 3H KC QC 9C 3C 2C 5D,6,0.0,7.23,False,False
1944,north,KS QS 8S 4S JH 9H 6H 9C 8C 3C JD 8D 3D,4,0.18,8.08,False,False
1944,east,BS AS 6S QH 8H 7C 4C AD KD TD 6D 5D 4D,9,0.0,9.23,False,False
1944,south,LS DS JS TS 9S 3S KH 5H AC QC JC TC 7D,10,0.01,10.46,False,False
1944,west,7S 5S AH TH 7H 4H 3H KC 6C 5C 2C QD 9D,2,0.96,7.46,False,True
1945,north,BS 9S 7S 6S KH TH 4H 6C 5C KD 7D 6D 4D,11,0.0,8.23,False,False
1945,east,KS QS 8H 6H 5H AC QC JC TC 8C 2C 8D 5D,4,0.19,8.77,False,False
1945,south,DS AS 8S 4S 3S AH QH 7H 3H 7C 4C AD 9D,9,0.34,8.77,False,False
1945,west,LS JS TS 5S JH 9H KC 9C 3C QD JD TD 3D,8,0.16,9.46,False,False
1946,north,BS TS QH JH AC TC 8C 4C 2C QD 9D 7D 6D,6,0.0,9.38,False,False
1946,east,LS DS AS KS QS 5S 3S 6H 5H 4H 7C 5D 3D,12,0.0,8.31,False,False
1946,south,9S 8S 7S 4S AH TH 7H 3H KC 3C AD JD 4D,9,0.6,8.23,False,True
1946,west,JS 6S KH 9H 8H QC JC 9C 6C 5C KD TD 8D,6,0.64,9.31,False,True
1947,north,BS DS AS 5S AH KH QH 9C 8C 3C KD 8D 5D,20,0.0,10.46,False,False
1947,east,LS JS 9S 6S TH 6H 4H 3H AC JC 6C 6D 4D,9,0.2,8.15,False,False
1947,south,QS TS 8S 3S 7H QC 7C 5C 2C AD JD 9D 3D,4,0.53,7.92,False,True
1947,west,KS 7S 4S JH 9H 8H 5H KC TC 4C QD TD 7D,6,0.52,8.69,False,True
1948,north,LS DS 6S KH TH 9H 6H QC 9C 6C AD KD TD,15,0.16,10.69,False,False
1948,east,BS TS 9S 7S 4S QH 5H JC 7C 4C 3C 2C QD,6,0.0,7.92,False,False
1948,south,AS QS 3S 7H AC TC 8C JD 9D 8D 6D 5D 3D,9,0.2,8.46,False,False
1948,west,KS JS 8S 5S AH JH 8H 4H 3H KC 5C 7D 4D,5,0.27,8.15,False,True
1949,north,KS QS 8S 6S AH JH 8H 5H TC 6C 4C JD 8D,6,0.14,8.92,False,False
1949,east,BS DS JS TS 3S QH 7H 3C QD TD 7D 6D 5D,6,0.0,9.08,False,False
1949,south,LS AS 7S KH 6H 3H KC QC 9C 7C AD 4D 3D,17,0.15,9.31,False,False
1949,west,9S 5S 4S TH 9H 4H AC JC 8C 5C 2C KD 9D,3,0.8,7.92,False,True
1950,north,KS TS 9S AH KH JC 6C 4C 3C 2C AD TD 5D,13,0.52,8.77,False,False
1950,east,BS DS 8S 5S QH 9H 8H 5H 4H 3H KC JD 9D,6,0.0,9.15,False,False
1950,south,AS 6S 4S JH TH 6H 8C 5C KD 8D 7D 6D 3D,3,0.56,7.77,False,True
1950,west,LS QS JS 7S 3S 7H AC QC TC 9C 7C QD 4D,7,0.08,9.54,False,False
1951,north,DS AS 9S 6S TH 7H AC 9C 5C 4C 3C 2C 6D,3,0.42,8.0,False,True
1951,east,BS KS TS 8S 3S JH 5H JC TC 7C 6C QD 9D,8,0.0,9.38,False,False
1951,south,LS QS 5S AH 6H 3H 8C AD KD 8D 7D 4D 3D,11,0.19,8.69,False,False
1951,west,JS 7S 4S KH QH 9H 8H 4H KC QC JD TD 5D,3,0.64,9.15,False,True
1952,north,9S QH TH 9H 6H 4H QC TC 8C 7C 6D 5D 4D,0,1.0,7.85,False,True
1952,east,AS QS JS TS 6S 4S AH 5H AC 6C 3C 2C 8D,11,0.01,8.38,False,False
1952,south,BS LS DS 8S 7S 7H KC 5C 4C JD TD 9D 7D,14,0.0,9.92,False,False
1952,west,KS 5S 3S KH JH 8H 3H JC 9C AD KD QD 3D,8,0.52,9.08,False,True
1953,north,LS JS 9S 8S 5S QH 8H 7H 4C 2C QD 6D 4D,7,0.2,8.0,False,False
1953,east,BS KS 7S AH 9H 5H 4H KC 8C 3C KD JD 9D,16,0.0,9.69,False,False
1953,south,DS AS TS 4S JH TH 3H AC JC 6C AD 8D 3D,11,0.34,9.46,False,False
1953,west,QS 6S 3S KH 6H QC TC 9C 7C 5C TD 7D 5D,5,0.7,8.08,False,True
1954,north,DS JS 7S AH QH 8H KC 8C 5C 2C QD 7D 5D,8,0.64,9.15,False,True
1954,east,QS 8S 6S JH 6H 4H AC QC AD JD 9D 6D 3D,6,0.56,8.92,False,True
1954,south,LS AS KS 9S 4S 3S KH TH 3H TC 3C KD TD,16,0.0,9.31,False,False
1954,west,BS TS 5S 9H 7H 5H JC 9C 7C 6C 4C 8D 4D,6,0.0,7.85,False,False
1955,north,LS DS 5S 4S QH TH 6H AC QC 9C 8C 6C 3D,6,0.16,9.23,False,False
1955,east,QS TS 8S 6S 3S AH 9H 3H JC 5C 2C QD JD,6,0.53,8.15,False,True
1955,south,KH JH 8H 7H 5H 4H KC TC AD KD 9D 7D 5D,3,0.96,9.15,True,True
1955,west,BS AS KS JS 9S 7S 7C 4C 3C TD 8D 6D 4D,11,0.0,8.69,False,False
1956,north,JS TS 7S TH 9H AC TC 9C 5C AD 9D 7D 5D,4,0.64,9.23,False,True
1956,east,BS LS QS 9S 5S KH QH 8H 4H 7C 3C QD 4D,15,0.0,9.38,False,False
1956,south,DS AS KS 8S 4S JH 5H JC 8C 6C 4C 2C 3D,5,0.04,8.0,False,False
1956,west,6S 3S AH 7H 6H 3H KC QC KD JD TD 8D 6D,5,0.8,8.62,False,True
1957,north,KS 4S 3S QH TH 9H 8H KC JC 9C 7C 5C TD,2,0.52,8.77,False,True
1957,east,AS JS 6S 7H 5H QC 6C 4C 3C 2C 9D 5D 4D,3,0.67,6.77,False,True
1957,south,BS LS QS TS 8S 7S 6H 3H TC KD 8D 7D 3D,15,0.0,9.23,False,False
1957,west,DS 9S 5S AH KH JH 4H AC 8C AD QD JD 6D,10,0.48,10.46,False,False
1958,north,AS KS QS JS TS 6H 4H 9C 5C 3C KD QD 6D,11,0.0,9.08,False,False
1958,east,BS 8S 3S JH 9H 3H JC TC 7C 2C AD 8D 3D,10,0.0,8.15,False,False
1958,south,LS 7S 6S KH TH 5H KC 8C 6C 4C TD 9D 4D,10,0.26,8.54,False,False
1958,west,DS 9S 5S 4S AH QH 8H 7H AC QC JD 7D 5D,6,0.48,9.46,False,True
1959,north,DS KS QS TS 9S 5H 3H TC 8C 7C 6C AD 3D,8,0.03,8.85,False,False
1959,east,JS 4S 8H 7H QC 9C 5C 4C 3C QD TD 9D 4D,0,0.96,7.54,False,True
1959,south,AS 5S 3S AH TH 6H KC 2C KD JD 8D 6D 5D,10,0.56,8.46,False,True
1959,west,BS LS 8S 7S 6S KH QH JH 9H 4H AC JC 7D,15,0.0,10.38,False,False
1960,north,LS DS JS TS 8S 7S TH TC 9C 8C 9D 6D 4D,5,0.05,9.46,False,False
1960,east,9S KH QH 9H 8H 6H 4H AC JC 3C 2C KD 5D,6,1.0,8.38,False,True
1960,south,BS QS 6S 3S AH QC 7C 6C 4C AD QD JD 7D,14,0.0,9.62,False,False
1960,west,AS KS 5S 4S JH 7H 5H 3H KC 5C TD 8D 3D,8,0.04,7.77,False,False
1961,north,BS 6S 7H 7C 3C AD KD JD TD 7D 6D 5D 3D,6,0.0,8.38,False,False
1961,east,LS DS AS QS 8S 4S KH QH TH 3H AC 8C 9D,16,0.01,10.62,False,False
1961,south,KS 7S 3S JH 9H 6H JC TC 9C 6C 4C 8D 4D,2,0.65,7.77,False,True
1961,west,JS TS 9S 5S AH 8H 5H 4H KC QC 5C 2C QD,4,0.19,8.46,False,False
1962,north,TS 8S AH 9H 3H JC TC 5C 3C 2C JD TD 5D,4,0.8,7.77,False,True
1962,east,LS 9S 6S 5S 4S TH 7H AC KC QC 9C 4C 4D,5,0.16,8.69,False,False
1962,south,KS 7S KH QH JH 8C 7C 6C AD 8D 7D 6D 3D,6,0.52,8.85,False,True
1962,west,BS DS AS QS JS 3S 8H 6H 5H 4H KD QD 9D,15,0.0,9.92,False,False
1963,north,BS LS QS JS 3S KH TH 4H KC JC 3C AD 5D,23,0.0,10.15,False,False
1963,east,AS AH QH 5H AC TC 9C 7C 2C QD TD 9D 8D,6,0.56,9.69,False,True
1963,south,TS 8S 7S 6S 4S 9H 8H 6C 5C KD JD 7D 4D,2,0.72,7.54,False,True
1963,west,DS KS 9S 5S JH 7H 6H 3H QC 8C 4C 6D 3D,3,0.49,7.85,False,True
1964,north,AS 4S AH KH KC QC 8C 5C KD JD 9D 8D 3D,12,0.34,9.77,False,False
1964,east,KS 6S 5S 6H 5H 4H TC 9C 4C 2C AD QD TD,7,0.65,7.69,False,True
1964,south,DS JS TS 8S 7S JH 9H 8H 7H AC JC 7D 5D,4,0.48,9.46,False,True
1964,west,BS LS QS 9S 3S QH TH 3H 7C 6C 3C 6D 4D,14,0.0,8.31,False,False
1965,north,LS AS QS 9S AH 9H 3H 9C 7C 4C KD JD 7D,17,0.03,9.85,False,False
1965,east,BS TS 7S 5S 3S JH 8H KC JC 5C TD 9D 8D,9,0.0,9.0,False,False
1965,south,6S KH TH 7H 6H 5H 4H QC 3C 2C QD 4D 3D,2,1,6.69,False,True
1965,west,DS KS JS 8S 4S QH AC TC 8C 6C AD 6D 5D,8,0.21,9.69,False,False
1966,north,BS TS 8S 7S 5S 9H 8H 7H 6H 3H 5C 8D 5D,6,0.0,7.54,False,False
1966,east,4S AH QH 5H QC JC 9C 8C 2C QD 9D 6D 3D,5,1.0,8.23,False,True
1966,south,LS DS AS QS 9S 6S KH TH AC KC 7C 6C 4D,17,0.01,10.69,False,False
1966,west,KS JS 3S JH 4H TC 4C 3C AD KD JD TD 7D,2,0.29,8.77,False,True
1967,north,AS QS JS 4S 5H JC 7C 3C QD JD 8D 6D 3D,5,0.08,8.23,False,False
1967,east,LS KS 8S 5S 3S AH TH 8H 7H 4H 3H 8C 9D,7,0.16,8.31,False,False
1967,south,BS KH JH 9H AC QC 9C 6C 5C 4C KD 7D 4D,12,0.0,9.54,False,False
1967,west,DS TS 9S 7S 6S QH 6H KC TC 2C AD TD 5D,7,0.48,9.15,False,True
1968,north,LS QS 9S 6S 9H 8H KC 6C 4C 3C AD QD 4D,14,0.14,8.92,False,False
1968,east,BS 7S 3S QH TH 6H AC QC TC 2C 8D 6D 3D,9,0.0,8.46,False,False
1968,south,TS 5S AH KH 7H 4H 3H JC 7C 5C KD 9D 5D,3,0.8,8.15,False,True
1968,west,DS AS KS JS 8S 4S JH 5H 9C 8C JD TD 7D,5,0.0,9.69,False,False
1969,north,AS 4S AH QH 7H 5H 7C 6C 5C 2C KD 9D 8D,8,0.56,8.15,False,True
1969,east,BS DS 9S 8S TH 8H TC 9C 8C QD JD TD 4D,6,0.0,10.08,False,False
1969,south,LS JS TS 7S 5S 3S KH AC KC JC 7D 6D 5D,12,0.02,9.31,False,False
1969,west,KS QS 6S JH 9H 6H 4H 3H QC 4C 3C AD 3D,9,0.23,7.69,False,False
1970,north,AS TS 9H 4H 3H KC JC 6C 5C 4C JD TD 8D,3,0.56,8.31,False,True
1970,east,BS LS KS QS AH JH 8H 7H 6H 3C QD 7D 3D,16,0.0,9.92,False,False
1970,south,7S 6S KH QH TH QC 9C 8C 2C AD KD 9D 6D,8,0.64,9.31,False,True
1970,west,DS JS 9S 8S 5S 4S 3S 5H AC TC 7C 5D 4D,4,0.2,7.69,False,False
1971,north,DS TS 9H 4H QC TC 9C 7C 5C TD 9D 5D 4D,0,0.8,8.38,False,True
1971,east,QS JS 9S 3S AH QH 5H 3H 8C 2C AD JD 7D,8,0.09,8.54,False,False
1971,south,AS 6S 4S TH 7H KC JC 6C 3C QD 8D 6D 3D,5,0.56,7.92,False,True
1971,west,BS LS KS 8S 7S 5S KH JH 8H 6H AC 4C KD,19,0.0,10.38,False,False
1972,north,KS 8S 5S AH QH 8H 5H JC 9C 7C 6C 4C 5D,4,0.65,8.23,False,True
1972,east,BS DS AS JS 9S 6S 7H 6H 5C 2C 9D 8D 3D,9,0.0,8.62,False,False
1972,south,LS TS 7S 3S KH JH TH 3H AC 8C AD KD TD,18,0.12,10.15,False,False
1972,west,QS 4S 9H 4H KC QC TC 3C QD JD 7D 6D 4D,4,0.7,8.23,False,True
1973,north,AS 9S 7S 6S 9H KC JC 8C 5C 2C JD 6D 5D,3,0.42,8.15,False,True
1973,east,BS KS JS 8S 5S KH JH TH QC TC 4C 7D 4D,12,0.0,9.62,False,False
1973,south,LS 4S 3S AH QH 6H 3H 7C 6C KD QD TD 9D,9,0.21,8.85,False,False
1973,west,DS QS TS 8H 7H 5H 4H AC 9C 3C AD 8D 3D,10,0.7,8.62,False,True
1974,north,AS KS 6S 4S TH 8H 6H 3H KC 7C AD 9D 7D,12,0.03,8.77,False,False
1974,east,LS JS 5S KH 9H 7H 5H JC 9C 6C 4C 2C QD,7,0.26,8.46,False,False
1974,south,BS TS 9S 8S AH QH 4H TC 5C 3C KD 6D 4D,14,0.0,8.85,False,False
1974,west,DS QS 7S 3S JH AC QC 8C JD TD 8D 5D 3D,7,0.42,9.15,False,True
1975,north,BS LS 7S 5S KH 9H 8H 8C 7C 5C 4C 8D 4D,14,0.0,8.54,False,False
1975,east,KS QS TS 6S 3S JH 7H AC KD TD 7D 6D 3D,8,0.0,8.85,False,False
1975,south,DS AS 8S AH QH 6H 5H 3H KC 9C 2C JD 5D,6,0.45,9.0,False,True
1975,west,JS 9S 4S TH 4H QC JC TC 6C 3C AD QD 9D,5,0.64,8.85,False,True
1976,north,BS AS 9S 6S KH TH 6H TC 9C 2C QD 7D 4D,13,0.0,9.15,False,False
1976,east,LS 3S AH QH 9H 8H 4H AC QC AD JD 9D 3D,11,0.16,9.92,False,False
1976,south,KS 8S 5S JH 5H 3H 5C 3C KD TD 8D 6D 5D,2,0.78,7.31,False,True
1976,west,DS QS JS TS 7S 4S 7H KC JC 8C 7C 6C 4C,2,0.02,8.85,False,False
1977,north,BS KS 8S 5S 4S KH QH KC 4C 9D 8D 4D 3D,14,0.0,8.69,False,False
1977,east,AS QS 7S 6S AH JH 7H 5H 4H TC 3C JD 7D,5,0.15,8.54,False,False
1977,south,LS JS 3S 9H 6H 3H 9C 7C 2C KD QD 6D 5D,7,0.26,7.85,False,False
1977,west,DS TS 9S TH 8H AC QC JC 8C 6C 5C AD TD,4,0.48,10.15,False,True
1978,north,9S 8S 5S 4S 8H 6H KC TC 9C 6C 3C TD 3D,0,0.72,7.23,False,True
1978,east,LS JS 6S QH JH 9H 3H AC JC 4C QD 7D 4D,10,0.21,9.23,False,False
1978,south,AS QS TS 7S AH 7H 5H 7C 2C AD KD JD 5D,13,0.12,9.31,False,False
1978,west,BS DS KS 3S KH TH 4H QC 8C 5C 9D 8D 6D,12,0.0,9.46,False,False
1979,north,BS LS TS 7S 5S 6H AC QC JC 8C 6C 3C 4D,11,0.0,9.15,False,False
1979,east,AS 9S 8S 3S KH 9H 4H KC 9C 4C 9D 8D 7D,9,0.42,8.46,False,False
