game,player,hand,value,average face value,nil chance,misdeal,nil
231,west,AH KH 7H 3H TC 9C 6C 4C 2C AD QD TD 4D,6,1,8.31,True,True
232,north,DS QS TS 9S 5S TH KC 7C 6C 4C 2C AD 4D,6,0.53,8.54,False,True
232,east,AS KS 7S 3S JH 6H 4H AC 5C 3C KD JD 8D,12,0.04,8.62,False,False
232,south,BS 8S 6S KH QH 5H QC TC 9C TD 7D 5D 3D,11,0.0,9.0,False,False
232,west,LS JS 4S AH 9H 8H 7H 3H JC 8C QD 9D 6D,6,0.21,9.08,False,False
233,north,BS AS JS 3S KH 4H 3H AC QC 4C AD JD 4D,21,0.0,9.54,False,False
233,east,KS 9S 7S 4S QH JH TH 5H 9C 7C 2C KD 5D,5,0.49,8.23,False,True
233,south,LS DS 8S AH 9H 8H 7H 6H JC 5C TD 6D 3D,5,0.21,9.08,False,False
233,west,QS TS 6S 5S KC TC 8C 6C 3C QD 9D 8D 7D,2,0.53,8.38,False,True
234,north,BS LS QS JS 9S 6S KH TH 7H 5H 3H JC QD,13,0.0,10.15,False,False
234,east,DS 5S AH 8H AC 9C 2C AD JD 9D 7D 6D 4D,8,0.64,9.08,False,True
234,south,KS TS 8S 4S JH 6H 4H KC 8C 6C 3C KD 5D,7,0.49,8.0,False,True
234,west,AS 7S 3S QH 9H QC TC 7C 5C 4C TD 8D 3D,3,0.56,8.0,False,True
235,north,QS JS 5S 4S KH 9H 6H KC QC 6C 9D 4D 3D,9,0.29,8.23,False,False
235,east,KS 7S AH JH TH JC 9C 7C QD JD 8D 6D 5D,6,0.52,9.54,False,True
235,south,LS AS 9S 3S QH 8H 7H AC TC 2C AD KD 7D,20,0.08,9.92,False,False
235,west,BS DS TS 8S 6S 5H 4H 3H 8C 5C 4C 3C TD,6,0.0,7.54,False,False
236,north,AS QS 8S 6S 5S 4S KH 9H 8H KC 8C 5C 8D,11,0.04,8.69,False,False
236,east,BS KS JS 9S 3S JH 7H 3H JC 4C JD TD 3D,8,0.0,8.69,False,False
236,south,TS 7S AH QH TH 5H QC 9C 6C 2C KD 9D 6D,5,0.64,8.85,False,True
236,west,LS DS 6H 4H AC TC 7C 3C AD QD 7D 5D 4D,7,0.21,9.0,False,False
237,north,DS KS QS JS 5S 5H TC 9C 8C 4C JD 7D 5D,4,0.01,8.85,False,False
237,east,BS TS 8S 4S 3S 8H 3H 7C 6C 3C 2C 4D 3D,6,0.0,6.0,False,False
237,south,AS 9S 7S AH JH 6H KC QC QD TD 9D 8D 6D,10,0.34,10.08,False,False
237,west,LS 6S KH QH TH 9H 7H 4H AC JC 5C AD KD,16,0.16,10.31,False,False
238,north,DS 8S 6S 5S 4S JH TH 9C 6C 4C AD JD TD,4,0.48,8.69,False,True
238,east,LS KS AH 8H 3H QC 7C 3C 2C 7D 6D 5D 4D,11,0.21,7.69,False,False
238,south,AS JS 9S 7S 3S KH QH 6H 5H KC TC QD 8D,8,0.34,9.46,False,False
238,west,BS QS TS 9H 7H 4H AC JC 8C 5C KD 9D 3D,13,0.0,9.38,False,False
239,north,6S 4S 3S 7H 6H 3H AC JC 9C 6C KD JD 4D,5,0.96,7.46,False,True
239,east,LS 8S 7S JH TH 4H 7C AD TD 9D 7D 5D 3D,5,0.26,8.54,False,True
239,south,BS TS 9S AH KH QH 9H KC 8C 5C 4C QD 8D,12,0.0,10.31,False,False
239,west,DS AS KS QS JS 5S 8H 5H QC TC 3C 2C 6D,7,0.0,8.92,False,False
240,north,AS KS 9S 8S JH 9H 4H JC 5C 3C AD TD 6D,9,0.03,9.0,False,False
240,east,BS QS TS AH QH TH 7H 5H AC KC 9D 7D 5D,15,0.0,10.38,False,False
240,south,LS DS JS 7S 6S 8H QC 8C 7C 6C 2C QD 8D,5,0.16,9.08,False,False
240,west,5S 4S 3S KH 6H 3H TC 9C 4C KD JD 4D 3D,5,0.96,6.77,False,True
241,north,DS AS KS TS 5S QH 8H 7H 3H 9C 8C 5C 7D,5,0.03,8.92,False,False
241,east,QS JS KH TH 9H 6H 4H KC TC KD JD 6D 4D,7,0.31,9.38,False,False
241,south,BS 9S 6S AH QC 7C 6C 3C 2C AD TD 8D 5D,12,0.0,8.69,False,False
241,west,LS 8S 7S 4S 3S JH 5H AC JC 4C QD 9D 3D,10,0.2,8.23,False,False
242,north,KS QS JS TS 8S AH TH 8H 6H QC JC 8D 3D,6,0.0,9.69,False,False
242,east,7S 6S KH JH 3H TC 9C 8C 3C 2C JD 9D 5D,3,0.96,7.46,False,True
242,south,BS LS 5S QH 7H 5H 7C 6C 5C KD TD 7D 4D,14,0.0,8.77,False,False
242,west,DS AS 9S 4S 3S 9H 4H AC KC 4C AD QD 6D,15,0.34,9.31,False,False
243,north,DS KH 8H 4H 3H AC QC 5C AD KD 9D 6D 4D,7,0.8,9.23,False,True
243,east,AS KS QS 7S QH 6H 5H 9C 3C QD TD 8D 3D,8,0.01,8.77,False,False
243,south,JS 8S 5S 4S TH 9H 7H KC JC TC 8C 2C 7D,0,0.6,8.08,False,True
243,west,BS LS TS 9S 6S 3S AH JH 7C 6C 4C JD 5D,15,0.0,9.15,False,False
244,north,LS AS KS 8S 3S QH 6H 5H 4H 7C KD TD 8D,13,0.01,9.15,False,False
244,east,QS 6S AH KH 9H 7H AC JC TC 6C 4C 2C 6D,7,0.56,8.77,False,True
244,south,DS TS 4S JH KC 9C 8C 3C AD QD 9D 5D 4D,2,0.64,9.0,False,True
244,west,BS JS 9S 7S 5S TH 8H 3H QC 5C JD 7D 3D,6,0.0,8.31,False,False
245,north,BS QS JS TS 7S JH TH 9H 6H 6C 2C JD 8D,8,0.0,9.23,False,False
245,east,8S KH 4H 3H QC 4C 3C QD 9D 7D 6D 5D 3D,4,1,6.85,False,True
245,south,KS 9S 6S 3S QH AC KC TC 9C 8C 5C AD KD,9,0.29,9.92,False,False
245,west,LS DS AS 5S 4S AH 8H 7H 5H JC 7C TD 4D,10,0.11,9.23,False,False
246,north,4S JH 8H 5H 4H AC QC JC 6C AD KD QD 5D,6,0.8,9.15,False,True
246,east,AS 9S AH KH QH TH TC 8C 7C 2C 9D 7D 6D,7,0.45,9.31,False,True
246,south,BS DS QS 9H 6H 3H 9C 4C 3C TD 8D 4D 3D,8,0.0,7.92,False,False
246,west,LS KS JS TS 8S 7S 6S 5S 3S 7H KC 5C JD,10,0.0,8.85,False,False
247,north,DS QS TS 8H 7H 5H AC 9C 3C QD JD 9D 3D,6,0.56,9.08,False,True
247,east,AS KS 9S 7S AH JH 6H QC TC AD KD TD 8D,13,0.01,10.85,False,False
247,south,6S 5S 4S KH 9H 3H 8C 7C 4C 2C 7D 6D 4D,3,1,6.0,False,True
247,west,BS LS JS 8S 3S QH TH 4H KC JC 6C 5C 5D,14,0.0,9.31,False,False
248,north,BS DS TS 8S 6S 4S KH JH 7H TC AD 9D 5D,13,0.0,9.92,False,False
248,east,KS JS QH TH 6H 3H KC QC 5C 4C QD JD 8D,5,0.29,9.23,False,True
248,south,LS AS 9S AH 8H JC 9C 7C 2C KD TD 6D 3D,14,0.15,9.38,False,False
248,west,QS 7S 5S 3S 9H 5H 4H AC 8C 6C 3C 7D 4D,4,0.63,6.69,False,True
249,north,BS DS 4S 7H 6H 3H AC TC 5C KD 9D 6D 3D,12,0.0,8.62,False,False
249,east,LS KS 6S 5S QH 4H QC 7C 4C AD 8D 7D 5D,10,0.13,8.69,False,False
249,south,AS 9S 7S KH 9H KC JC 8C 3C 2C QD JD TD,7,0.45,9.38,False,True
249,west,QS JS TS 8S 3S AH JH TH 8H 5H 9C 6C 4D,2,0.06,8.54,False,False
250,north,JS TS 3S TH 5H 4H QC JC 9C 7C 6C 2C 9D,0,0.8,7.62,False,True
250,east,AS 5S QH JH 4C 3C AD KD 8D 7D 5D 4D 3D,3,0.56,7.92,False,True
250,south,BS DS 9S 8S 4S KH 8H KC TC 8C 5C TD 6D,11,0.0,9.69,False,False
250,west,LS KS QS 7S 6S AH 9H 7H 6H 3H AC QD JD,13,0.0,10.0,False,False
251,north,KS QS JS TS 7S JH 6H AC JC 6C 5C 9D 6D,6,0.0,9.31,False,False
251,east,DS 8S 5S 4S KH 4H TC 4C AD TD 8D 4D 3D,3,0.6,7.85,False,True
251,south,LS 3S AH QH 8H 7H 5H KC 9C 7C 3C 2C 5D,6,0.26,8.0,False,False
251,west,BS AS 9S 6S TH 9H 3H QC 8C KD QD JD 7D,11,0.0,10.08,False,False
252,north,BS LS DS KS QS JS 7S 9H 7H JC 8C 2C QD,15,0.0,10.77,False,False
252,east,AS TS 4S AH 4H 3H AC KC QC 9C 6C KD 8D,10,0.45,9.54,False,False
252,south,9S 6S 3S KH JH TH 6H 5H 3C AD JD 7D 4D,2,0.8,7.85,False,True
252,west,8S 5S QH 8H TC 7C 5C 4C TD 9D 6D 5D 3D,0,0.96,7.08,False,True
253,north,9S 8S 6S 3S KH 7H 3H QC 9C 7C QD TD 4D,5,0.6,7.92,False,True
253,east,BS AS QS JS 7S 4S AH TH 6C 3C KD JD 9D,18,0.0,10.08,False,False
253,south,DS TS 5S 9H 8H 6H 5H 4H AC 2C 8D 7D 3D,4,0.96,7.38,False,True
253,west,LS KS QH JH KC JC TC 8C 5C 4C AD 6D 5D,11,0.13,9.85,False,False
254,north,9S 8S AH TH 7H 6H 3H KC 7C 6C 5C KD 9D,5,0.8,8.46,False,True
254,east,LS DS AS KS JS 7S 4S AC QC 4C 3C AD 6D,16,0.0,10.23,False,False
254,south,QS 6S 5S 3S KH JH 9H 8H 5H 4H JC JD 5D,2,0.53,7.92,False,True
254,west,BS TS QH TC 9C 8C 2C QD TD 8D 7D 4D 3D,6,0.0,8.62,False,False
255,north,BS LS QS JS 5S TH 9H JC 6C AD QD JD 8D,15,0.0,10.92,False,False
255,east,DS 8S 7S 4S 3S AH 7H 5H TC 9C 7C 5C 3C,4,0.72,7.46,False,True
255,south,KS 9S 8H 3H AC QC 8C 2C KD 7D 6D 5D 3D,4,0.65,7.92,False,True
255,west,AS TS 6S KH QH JH 6H 4H KC 4C TD 9D 4D,6,0.45,8.92,False,True
256,north,LS AS 9S 8S 7S 3S AH 8H 7C QD JD 9D 6D,12,0.04,9.54,False,False
256,east,BS KS TS 6S TH 4H KC TC 8C 6C 4C 8D 5D,8,0.0,8.77,False,False
256,south,DS 4S KH JH 9H 5H 3H AC JC KD TD 7D 3D,6,0.64,9.08,False,True
256,west,QS JS 5S QH 7H 6H QC 9C 5C 3C 2C AD 4D,7,0.39,7.85,False,True
257,north,DS AS 9S KH QH QC TC 7C 5C 2C QD 5D 4D,7,0.45,9.23,False,True
257,east,BS KS QS JS 8S 7S 6S AH 5H 3H AC 9D 8D,18,0.0,9.77,False,False
257,south,LS 4S 3S JH TH 9H 7H 6H 9C 6C AD JD 6D,9,0.26,8.62,False,False
257,west,TS 5S 8H 4H KC JC 8C 4C 3C KD TD 7D 3D,2,0.8,7.62,False,True
258,north,AS QS 9S 5S TC 8C 6C 5C 3C JD TD 9D 8D,5,0.15,8.46,False,False
258,east,LS TS AH KH 7H 4H 3H AC KC 7C 4C 7D 5D,9,0.21,9.0,False,False
258,south,JS 7S 3S QH JH TH 9H QC JC 9C 2C KD 3D,3,0.64,8.69,False,True
258,west,BS DS KS 8S 6S 4S 8H 6H 5H AD QD 6D 4D,10,0.0,9.08,False,False
259,north,DS JS 6S 5S 3S QH 7C 2C AD 9D 8D 6D 5D,0,0.6,7.92,False,True
259,east,AS 8S 7S 4S 7H 3H 8C 5C 4C KD QD TD 7D,5,0.42,7.85,False,True
259,south,BS KS QS AH KH 9H KC JC TC 9C 3C JD 4D,17,0.0,10.69,False,False
259,west,LS TS 9S JH TH 8H 6H 5H 4H AC QC 6C 3D,10,0.21,8.77,False,False
260,north,AS JS 3S KH 9H 6H 3H JC 8C 5C 3C QD 6D,5,0.56,8.0,False,True
260,east,TS 7S 6S JH 8H 4H AC 9C 7C 6C 2C KD 5D,3,0.8,7.85,False,True
260,south,LS 9S 4S AH QH TH 5H QC AD TD 7D 4D 3D,7,0.21,9.23,False,False
260,west,BS DS KS QS 8S 5S 7H KC TC 4C JD 9D 8D,13,0.0,10.15,False,False
261,north,DS AS QS 6S 5S KH 7H 4H QC JC 6C 2C AD,12,0.0,9.31,False,False
261,east,KS JS 9S 8S 3S TH KC 9C 5C 4C TD 8D 3D,4,0.27,8.15,False,True
261,south,TS 4S AH JH AC TC 7C KD QD JD 9D 7D 4D,8,0.64,9.69,False,True
261,west,BS LS 7S QH 9H 8H 6H 5H 3H 8C 3C 6D 5D,11,0.0,8.08,False,False
262,north,DS AS QS KH TH 6H 3H AC 4C 2C TD 8D 3D,11,0.16,8.77,False,False
262,east,BS LS JS TS 6S 5S QC 8C 3C QD JD 7D 4D,12,0.0,9.38,False,False
262,south,KS 8S 7S 3S QH 9H 7H 5H JC 9C 7C 6C 9D,2,0.49,8.15,False,True
262,west,9S 4S AH JH 8H 4H KC TC 5C AD KD 6D 5D,9,0.64,8.92,False,True
263,north,BS 5S KH JH 9H 7H 3H QC 8C 7C 5C QD 3D,6,0.0,8.62,False,False
263,east,DS AS KS JS 8S 7S 5H KC JC AD 6D 5D 4D,10,0.0,9.69,False,False
263,south,QS TS 9S 4S AH TH 4H TC 6C 4C KD JD TD,9,0.42,9.0,False,False
263,west,LS 6S 3S QH 8H 6H AC 9C 3C 2C 9D 8D 7D,8,0.26,7.92,False,False
264,north,DS KS 8S 6S 5S AH 9H QC JC 4C 9D 8D 5D,7,0.39,9.15,False,True
264,east,LS JS 4S KH QH 7H 5H 5C 2C AD JD 7D 6D,9,0.21,8.69,False,False
264,south,7S 3S JH TH 8H 6H 4H 3H 8C 6C 3C KD 4D,3,0.96,6.62,False,True
264,west,BS AS QS TS 9S AC KC TC 9C 7C QD TD 3D,12,0.0,10.77,False,False
265,north,LS DS KS 7S 4S 9H 8H 4H 3C QD 9D 7D 4D,7,0.16,8.54,False,False
265,east,BS JS KH TH 6H 3H AC KC QC 5C 4C 2C AD,13,0.0,9.54,False,False
265,south,TS 9S 8S 6S 5S JH 7H 5H JC 9C KD TD 5D,3,0.6,8.38,False,True
265,west,AS QS 3S AH QH TC 8C 7C 6C JD 8D 6D 3D,9,0.16,8.77,False,False
266,north,LS 9S 6S 9H 8H 6H 5H 4H AC KC TC 8C 8D,9,0.21,8.92,False,False
266,east,AS QS JS 3S KH JH QC JC 7C 5C 2C JD TD,8,0.07,9.38,False,False
266,south,BS TS 8S 4S AH QH TH 3H 4C AD QD 9D 3D,10,0.0,9.23,False,False
266,west,DS KS 7S 5S 7H 9C 6C 3C KD 7D 6D 5D 4D,2,0.49,7.69,False,True
267,north,TS 6S AH TH 8H 7H 6H 5H QC 9C 8C 4C 8D,1,0.8,8.23,False,True
267,east,BS KS JS 7S 4S QH JH 3H KC 5C TD 7D 5D,12,0.0,9.08,False,False
267,south,LS DS QS 9S 3S 9H 4H 6C 3C AD KD QD JD,11,0.1,9.77,False,False
267,west,AS 8S 5S KH AC JC TC 7C 2C 9D 6D 4D 3D,3,0.18,8.15,False,True
268,north,BS DS QS 5S 4S JH TH 4H AC 9C 4C KD JD,15,0.0,9.92,False,False
268,east,9S 6S KH QH 7H 5H 3H KC TC AD QD 9D 4D,5,0.64,9.0,False,True
268,south,KS 8S 7S 6H JC 8C 7C 3C 2C 7D 6D 5D 3D,2,0.78,6.62,False,True
268,west,LS AS JS TS 3S AH 9H 8H QC 6C 5C TD 8D,13,0.11,9.69,False,False
269,north,TS 5S TH 8H 7H 6H JC 5C 3C 2C 9D 8D 7D,0,0.96,7.0,False,True
269,east,LS DS AS KS JS 3S AH JH 3H 9C QD JD 3D,15,0.0,10.38,False,False
269,south,BS QS 9S 8S 6S KH 9H 5H 4H KC QC 4C TD,14,0.0,9.38,False,False
269,west,7S 4S QH AC TC 8C 7C 6C AD KD 6D 5D 4D,0,0.8,8.46,False,True
270,north,AS TS 9S 8S 6S 4S AH JH 6H 8C 3C 9D 6D,7,0.14,8.31,False,False
270,east,5H AC KC QC TC 9C 5C KD JD TD 8D 7D 5D,0,0.96,9.38,True,True
270,south,DS 5S 3S KH QH 9H 7H 3H JC 7C 2C QD 4D,0,0.8,7.92,False,True
270,west,BS LS KS QS JS 7S TH 8H 4H 6C 4C AD 3D,19,0.0,9.62,False,False
271,north,KS QS 7S 6S 8H 3H KC 7C 6C 3C 7D 4D 3D,6,0.21,7.08,False,False
271,east,LS DS JS TS 9S 3S AH 4H AC TC 5C AD QD,17,0.01,10.54,False,False
271,south,AS 8S 5S 4S JH 5H QC JC 9C 8C 4C 2C 9D,3,0.42,7.85,False,True
271,west,BS KH QH TH 9H 7H 6H KD JD TD 8D 6D 5D,6,0.0,9.77,False,False
272,north,LS KS QS 9S KH 6H 5H 4H AC KC JC 5C 6D,15,0.03,9.77,False,False
272,east,DS AS 5S AH QH JH 9C 8C 4C 2C JD 9D 7D,8,0.45,9.31,False,True
272,south,JS 9H 8H 7H 3H QC 3C KD QD 8D 5D 4D 3D,0,1,7.54,False,True
272,west,BS TS 8S 7S 6S 4S 3S TH TC 7C 6C AD TD,10,0.0,8.62,False,False
273,north,BS DS AS QS 6S AH TH 8H 9C 8C 6C QD 9D,15,0.0,10.77,False,False
273,east,LS JS 3S KH 7H 6H 3H AC KC 4C 2C 7D 3D,11,0.26,7.85,False,False
273,south,KS TS 9S 8S 5S 4H QC JC 7C KD TD 5D 4D,5,0.49,8.54,False,True
273,west,7S 4S QH JH 9H 5H TC 5C 3C AD JD 8D 6D,2,0.8,8.08,False,True
274,north,AS JS TS 6S 5S KH JH 8H QC 7C JD 8D 5D,6,0.34,9.31,False,True
274,east,KS QS 7S 9H 6H 5H 4H 5C 4C 2C AD TD 7D,8,0.28,7.54,False,False
274,south,DS 9S 8S AH QH TH 7H 3H JC 9C 3C KD 9D,3,0.64,9.46,False,True
274,west,BS LS 4S 3S AC KC TC 8C 6C QD 6D 4D 3D,11,0.0,8.92,False,False
275,north,LS AS TS 7S 5S 4S KH JC 9C KD TD 8D 6D,10,0.01,9.69,False,False
275,east,QS 9H 8H 5H 4H 3H 8C 7C 5C QD 7D 5D 4D,0,1,6.85,False,True
275,south,BS KS JS 8S QH AC KC QC TC 3C AD JD 3D,12,0.0,10.85,False,False
275,west,DS 9S 6S 3S AH JH TH 7H 6H 6C 4C 2C 9D,0,0.6,7.85,False,True
276,north,LS 3S TH 7H 5H 4C 3C AD KD QD TD 7D 3D,5,0.26,8.23,False,True
276,east,BS AS JS 7S 6S AH KH 9H KC QC JC 7C 8D,18,0.0,10.92,False,False
276,south,KS TS 8S 5S 4S QH JH 6H AC 9C 8C 9D 6D,7,0.39,8.85,False,True
276,west,DS QS 9S 8H 4H 3H TC 6C 5C 2C JD 5D 4D,2,0.84,7.23,False,True
277,north,DS 5S KH TH 8H 5H QC JC 7C 2C AD 9D 4D,6,0.64,8.85,False,True
277,east,LS JS 7S AH 6H TC 9C 8C 5C 3C KD TD 5D,12,0.21,9.0,False,False
277,south,KS TS 6S 4S 3S QH JH 9H KC 4C QD JD 7D,7,0.39,8.85,False,True
277,west,BS AS QS 9S 8S 7H 4H 3H AC 6C 8D 6D 3D,15,0.0,8.54,False,False
278,north,TS 9S 8S 3S QH 8H AC KC 8C 6C AD TD 7D,8,0.48,9.38,False,True
278,east,BS AS KS 7S KH JH 9H 5H 3H QC JC 5C JD,12,0.0,10.08,False,False
278,south,LS 4S TH 7H 6H TC 9C 4C KD 6D 5D 4D 3D,5,0.32,7.46,False,True
278,west,DS QS JS 6S 5S AH 4H 7C 3C 2C QD 9D 8D,7,0.29,8.31,False,False
279,north,DS AS JS 3S QH 9H AC 9C 7C 6C KD QD 3D,9,0.25,9.85,False,False
279,east,QS TS 6S JH 3H KC TC 8C 5C 3C 2C 8D 6D,2,0.84,7.46,False,True
279,south,9S AH TH 8H 7H 5H QC JC 4C JD TD 9D 7D,1,0.8,9.0,False,True
279,west,BS LS KS 8S 7S 5S 4S KH 6H 4H AD 5D 4D,20,0.0,8.92,False,False
280,north,LS QS TS 9S 8S TH QC JC 8C 7C 3C 9D 8D,7,0.14,9.46,False,False
280,east,6S 5S KH QH 7H 6H KC 6C 5C 4C 2C KD 3D,5,0.96,7.31,False,True
280,south,BS JS 7S 9H 8H 5H AC TC AD JD TD 7D 4D,10,0.0,9.77,False,False
280,west,DS AS KS 4S 3S AH JH 4H 3H 9C QD 6D 5D,8,0.03,8.69,False,False
281,north,DS AS 7S 3S KH 9H 8C 7C 2C KD QD 6D 5D,8,0.34,8.77,False,False
281,east,BS JS 9S 4S AH AC TC 9C 4C 3C 9D 4D 3D,10,0.0,8.54,False,False
281,south,LS QS TS 8S JH TH 7H 6H 4H 5C AD TD 8D,11,0.14,9.31,False,False
281,west,KS 6S 5S QH 8H 5H 3H KC QC JC 6C JD 7D,4,0.65,8.62,False,True
282,north,BS AS JS 9S AH TH 9H 7H 5H QC 4C QD 9D,9,0.0,10.23,False,False
282,east,LS 8S 6S 5S 6H 3H KC JC 8C 6C KD JD 5D,10,0.2,8.54,False,False
282,south,QS TS KH QH 8H AC TC 7C 2C AD 8D 7D 3D,10,0.56,9.23,False,True
282,west,DS KS 7S 4S 3S JH 4H 9C 5C 3C TD 6D 4D,2,0.58,7.23,False,True
283,north,BS JS 8S 7S KH AC QC JC 6C 5C 4C TD 6D,6,0.0,9.54,False,False
283,east,DS KS TS 5S TH 9H 6H 8C 2C QD JD 5D 4D,2,0.49,8.46,False,True
283,south,LS AS AH QH JH 8H 7H 5H KC TC 3C AD 3D,15,0.11,10.0,False,False
283,west,QS 9S 6S 4S 3S 4H 3H 9C 7C KD 9D 8D 7D,4,0.63,7.23,False,True
284,north,TS 7S 6S 6H 4H KC QC 6C 4C 3C QD 8D 3D,1,0.96,7.23,False,True
284,east,BS LS DS JS 3S KH QH 3H JC 8C TD 7D 5D,15,0.0,10.08,False,False
284,south,KS 4S AH JH 9H 8H TC 5C 2C KD JD 9D 4D,6,0.52,8.69,False,True
284,west,AS QS 9S 8S 5S TH 7H 5H AC 9C 7C AD 6D,13,0.12,9.23,False,False
285,north,DS QS 8S 7S AC KC QC 6C 5C 4C 3C KD 3D,5,0.42,8.85,False,True
285,east,BS AS KS 9S 6S 5S 3S 7C 2C 9D 8D 6D 5D,11,0.0,8.0,False,False
285,south,LS 4S AH KH JH TH 5H 3H JC TC 8C AD QD,9,0.16,10.08,False,False
285,west,JS TS QH 9H 8H 7H 6H 4H 9C JD TD 7D 4D,0,0.8,8.31,False,True
286,north,BS AS TS 9S 4S 8H 7H QC AD KD TD 7D 3D,9,0.0,9.85,False,False
286,east,DS 8S 6S QH JH 6H JC 9C 6C 5C 2C JD 4D,1,0.8,8.15,False,True
286,south,LS 5S AH KH TH 5H AC 7C 4C 3C QD 8D 6D,12,0.21,9.0,False,False
286,west,KS QS JS 7S 3S 9H 4H 3H KC TC 8C 9D 5D,7,0.01,8.23,False,False
287,north,BS LS DS JS 7S 6S QH JH KC 7C 4C 2C 9D,13,0.0,10.0,False,False
287,east,AS TS 8S 3S KH 6H QC 9C 6C 5C 3C KD 5D,9,0.42,8.23,False,False
287,south,QS 5S AH 9H 7H 4H AC 8C AD QD 7D 6D 4D,8,0.56,8.92,False,True
287,west,KS 9S 4S TH 8H 5H 3H JC TC JD TD 8D 3D,2,0.65,8.08,False,True
288,north,LS 9S 4S 3S TH QC JC 9C 5C 3C AD KD 6D,12,0.16,8.85,False,False
288,east,BS KS QS 8S 7S JH 9H 4H 6C 9D 8D 5D 4D,10,0.0,8.69,False,False
288,south,JS 6S AH KH QH 6H 5H 3H KC 8C 4C TD 3D,3,0.8,8.31,False,True
288,west,DS AS TS 5S 8H 7H AC TC 7C 2C QD JD 7D,6,0.34,9.38,False,True
289,north,LS DS TS 9S 8S 7S 9H 5H 3H AC 5C 5D 3D,9,0.07,8.38,False,False
289,east,BS 5S QH 8H 4H KC QC 9C 8C 6C TD 7D 4D,7,0.0,8.85,False,False
289,south,AS QS JS 6S AH JH 6H TC 4C 3C 2C 9D 8D,9,0.08,8.46,False,False
289,west,KS 4S 3S KH TH 7H JC 7C AD KD QD JD 6D,5,0.52,9.54,False,True
290,north,DS QS JS 9S 5S 4S QH JH KC 9C 7C QD 7D,5,0.02,9.77,False,False
290,east,LS AS TS 3S AH KH 7H 5H 8C 5C 4C 9D 5D,12,0.11,8.69,False,False
290,south,KS 7S TH 9H 3H JC TC 6C 2C AD 8D 6D 4D,4,0.65,7.92,False,True
290,west,BS 8S 6S 8H 6H 4H AC QC 3C KD JD TD 3D,13,0.0,8.85,False,False
291,north,QS 8S 7S 5S AH JH 4H 6C 4C 3C 9D 7D 4D,6,0.63,7.23,False,True
291,east,TS 3S KH QH TH 9H 3H AC KC TC 5C 6D 3D,4,0.8,8.54,False,True
291,south,DS AS KS 6S 4S 5H QC 7C AD QD JD TD 8D,5,0.02,10.08,False,False
291,west,BS LS JS 9S 8H 7H 6H JC 9C 8C 2C KD 5D,14,0.0,9.38,False,False
292,north,BS DS TS 9S 5S 7H 5H AC QC 6C TD 8D 6D,11,0.0,9.54,False,False
292,east,7S 6S QH JH 8H 4H 9C 5C 4C 2C AD JD 5D,4,0.96,7.54,False,True
292,south,KS QS JS 8S 3S TH 6H 3H JC 8C 7C 3C 3D,4,0.01,7.54,False,False
292,west,LS AS 4S AH KH 9H KC TC KD QD 9D 7D 4D,18,0.11,10.62,False,False
293,north,JS TS 6S AH 9H KC 7C KD QD 7D 5D 4D 3D,7,0.64,8.77,False,True
293,east,LS 9S KH QH 6H 4H AC QC 4C 2C AD JD TD,13,0.16,9.77,False,False
293,south,BS DS AS KS QS 5S 4S 5H 3H TC 6C 5C 3C,13,0.0,8.62,False,False
293,west,8S 7S 3S JH TH 8H 7H JC 9C 8C 9D 8D 6D,0,0.8,8.08,False,True
294,north,BS DS QS 6S 5S 4S 3S JC 8C 2C AD 4D 3D,12,0.0,8.0,False,False
294,east,AS 9S 8S JH 6H 4H 3H 9C 5C 3C KD TD 6D,6,0.56,7.77,False,True
294,south,JS AH QH TH 9H 5H AC KC TC 7C 8D 7D 5D,4,0.8,9.62,False,True
294,west,LS KS TS 7S KH 8H 7H QC 6C 4C QD JD 9D,12,0.1,9.85,False,False
295,north,BS 7H 6H 3H AC KC 9C 8C 5C 3C JD TD 4D,6,0.0,8.46,False,False
295,east,LS 9S 8S 5S 3S TH 9H 8H 5H TC 7C 6C 9D,5,0.2,8.08,False,False
295,south,DS 7S 6S 4S AH QH 4H 4C 2C AD 7D 6D 3D,7,0.72,7.54,False,True
295,west,AS KS QS JS TS KH JH QC JC KD QD 8D 5D,12,0.0,11.15,False,False
296,north,BS DS KS QS 6S 5S 4S KH JH 7H 8C 5C 5D,13,0.0,9.31,False,False
296,east,LS AS TS 7S 4H 7C 6C 4C 3C 2C KD QD 3D,12,0.14,7.77,False,False
296,south,JS 3S TH 8H 6H 5H 3H KC QC JC 9C AD TD,6,0.64,8.85,False,True
296,west,9S 8S AH QH 9H AC TC JD 9D 8D 7D 6D 4D,9,0.64,9.31,False,True
297,north,LS KS 9S 6S 5S JH TH 9H 4H QC 8C JD TD,7,0.13,9.54,False,False
297,east,BS QS TS 7S 4S 3S AH KH QH 8H JC QD 4D,12,0.0,9.77,False,False
297,south,AS 5H AC KC TC 7C 5C 3C KD 9D 8D 7D 3D,1,0.7,8.54,False,True
297,west,DS JS 8S 7H 6H 3H 9C 6C 4C 2C AD 6D 5D,4,0.96,7.38,False,True
298,north,QS 9S 8S 7S KH JH KC QC TC 5C AD KD 8D,14,0.32,10.38,False,False
298,east,LS 3S AH 9H 8H 7H 6H 5H AC 3C TD 5D 3D,9,0.26,7.92,False,False
298,south,BS DS AS KS JS 5S QH TH 7C 4C JD 9D 7D,11,0.0,10.38,False,False
